Studentnummer,Naam,Klas,Mentor,Instelling,Opleiding,crebo,leerweg,cohort,StudentAge,StudentGender,Dropout,Aanmel_aantal,max1studie,absence_unauthorized,absence_authorized,Richting_nan,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,VooroplNiveau_HAVO,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other
100475,Finn Jansen,4B,H. de Wit,Rijn IJssel,Software Developer,25998,BOL,2025,19,0,0,2.5,0.5,6.1,0.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100476,Fatima van der Berg,4B,I. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,18,1,0,1.6,0.9,2.6,7.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100477,Thijs van Leeuwen,4B,H. Prins,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.5,0.2,5.5,1.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100478,Tess Huisman,4B,H. Smit,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.5,0.9,11.7,4.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100479,Daan Mulder,4B,I. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,20,0,0,1.7,0.8,31.4,16.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100480,Sven de Vries,4B,H. Meijer,Rijn IJssel,Software Developer,25998,BOL,2025,16,1,0,2.2,1.0,2.8,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100481,Thijs de Vries,4B,H. Prins,Rijn IJssel,Software Developer,25998,BOL,2025,17,0,1,1.1,0.2,10.5,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100482,Yasmin Jansen,4B,H. Smit,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,0,2.7,0.0,12.8,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100483,Anna Hendriks,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,21,1,0,2.0,0.6,46.8,5.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100484,Sara de Wit,4B,H. Smit,Rijn IJssel,Software Developer,25998,BOL,2025,19,1,1,1.8,0.2,9.9,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100485,Jens Peters,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,17,1,0,2.6,0.6,4.3,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100486,Lieke Postma,4B,G. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,17,0,1,1.2,0.4,34.6,23.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100487,Stijn Bosch,4B,I. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,19,1,0,2.9,0.9,13.9,4.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100488,Joris Smit,4B,H. Bosch,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,1.9,0.9,12.7,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100489,Anna Smits,4B,G. van Dijk,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,1.4,0.8,4.6,6.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100490,Aisha Prins,4B,H. Meijer,Rijn IJssel,Software Developer,25998,BOL,2025,15,1,0,1.3,0.2,25.5,4.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100491,Aisha Prins,4B,I. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,19,0,0,1.5,0.0,11.5,7.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100492,Maud Brouwer,4B,G. van Dijk,Rijn IJssel,Software Developer,25998,BOL,2025,15,1,0,1.9,0.2,8.4,7.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100493,Tim Prins,4B,G. Hoekstra,Rijn IJssel,Software Developer,25998,BOL,2025,20,0,1,2.5,0.1,31.2,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100494,Iris Bosch,4B,I. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,18,0,0,2.2,0.8,8.1,3.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100495,Fatima de Graaf,4B,I. Huisman,Rijn IJssel,Software Developer,25998,BOL,2025,19,0,0,2.0,0.5,10.2,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100496,Daan Mulder,4B,H. de Wit,Rijn IJssel,Software Developer,25998,BOL,2025,15,0,1,1.4,0.4,9.3,33.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100497,Maud Postma,4B,H. Dekker,Rijn IJssel,Software Developer,25998,BOL,2025,19,0,0,2.4,0.9,7.4,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100498,Anna Dekker,4B,G. Prins,Rijn IJssel,Software Developer,25998,BOL,2025,20,0,0,1.8,0.3,15.4,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100499,Iris Smits,4B,I. Huisman,Rijn IJssel,Software Developer,25998,BOL,2025,16,1,1,2.4,0.9,27.1,17.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100500,Eva Koster,4=,I. van der Berg,Talland,Commercieel Medewerker,25134,BOL,2020,20,0,0,1.8,0.4,1.1,9.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100501,Niels Vos,4=,N. Vos,Talland,Commercieel Medewerker,25134,BOL,2020,19,0,1,1.4,0.7,24.6,15.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100502,Bram Koster,4=,L. Smits,Talland,Commercieel Medewerker,25134,BOL,2020,18,1,0,1.0,0.5,4.1,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100503,Olaf de Vries,4=,N. Vos,Talland,Commercieel Medewerker,25134,BOL,2020,17,1,0,1.9,0.4,25.7,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100504,Aisha Mulder,4=,L. de Graaf,Talland,Commercieel Medewerker,25134,BOL,2020,18,0,0,2.3,0.0,3.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100505,Thijs Smits,4=,N. Vos,Talland,Commercieel Medewerker,25134,BOL,2020,19,1,1,3.0,0.2,4.3,20.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100506,Thijs Hoekstra,4=,O. Hendriks,Talland,Commercieel Medewerker,25134,BOL,2020,15,0,0,1.2,0.3,10.8,12.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100507,Fatima Postma,4=,I. van der Berg,Talland,Commercieel Medewerker,25134,BOL,2020,18,1,1,1.3,0.7,17.0,14.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100508,Lisa van Leeuwen,4=,L. de Graaf,Talland,Commercieel Medewerker,25134,BOL,2020,15,0,1,2.0,0.7,2.8,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100509,Eva Bos,4=,L. Peters,Talland,Commercieel Medewerker,25134,BOL,2020,15,1,0,2.9,0.6,11.3,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100510,Finn van der Berg,4=,L. Smits,Talland,Commercieel Medewerker,25134,BOL,2020,16,0,0,1.2,0.5,8.1,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100511,Finn Bosch,4=,J. Postma,Talland,Commercieel Medewerker,25134,BOL,2020,15,1,0,1.7,0.8,19.3,40.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100512,Anna de Boer,4=,O. Hendriks,Talland,Commercieel Medewerker,25134,BOL,2020,16,0,0,1.2,0.3,4.0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100513,Sophie de Graaf,4=,I. Smit,Talland,Commercieel Medewerker,25134,BOL,2020,17,1,0,2.8,0.8,21.4,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100514,Sven Smit,4=,O. Dijkstra,Talland,Commercieel Medewerker,25134,BOL,2020,15,0,0,2.7,0.3,7.4,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100515,Lotte Dijkstra,4=,L. de Graaf,Talland,Commercieel Medewerker,25134,BOL,2020,18,1,0,1.1,0.1,0.2,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100516,Lotte Hendriks,4=,O. Dijkstra,Talland,Commercieel Medewerker,25134,BOL,2020,18,1,0,2.4,0.3,9.2,1.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100517,Tim Bakker,4=,L. Smits,Talland,Commercieel Medewerker,25134,BOL,2020,18,1,0,1.4,0.3,25.2,3.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100518,Olaf Jansen,4=,J. Postma,Talland,Commercieel Medewerker,25134,BOL,2020,15,0,1,1.7,0.5,29.4,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100519,Bram Prins,4=,L. Meijer,Talland,Commercieel Medewerker,25134,BOL,2020,18,0,0,1.4,0.0,1.9,16.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100520,Bas de Wit,4=,I. van der Berg,Talland,Commercieel Medewerker,25134,BOL,2020,17,1,0,2.8,0.1,0.0,21.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100521,Finn Bos,4=,I. Smit,Talland,Commercieel Medewerker,25134,BOL,2020,17,1,0,1.4,0.3,10.3,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100522,Maud Dekker,4=,O. Dijkstra,Talland,Commercieel Medewerker,25134,BOL,2020,20,0,0,1.4,0.4,1.5,1.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100523,Noor Hoekstra,4=,K. Visser,Talland,Commercieel Medewerker,25134,BOL,2020,18,1,0,2.1,0.1,10.2,1.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100524,Lieke van Dijk,4=,I. Smit,Talland,Commercieel Medewerker,25134,BOL,2020,19,1,0,2.2,0.3,1.3,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100525,Eva Prins,4B,O. Dijkstra,Talland,Helpende Zorg Welzijn,25960,BOL,2025,20,1,0,2.1,0.1,19.9,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100526,Eva Dekker,4B,I. van der Berg,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,0,0,1.3,0.9,7.3,9.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100527,Jens Hendriks,4B,J. Bakker,Talland,Helpende Zorg Welzijn,25960,BOL,2025,18,1,0,1.9,0.0,14.4,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100528,Jens Brouwer,4B,L. Smits,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,1,0,2.6,0.8,22.4,2.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100529,Anna Bakker,4B,K. Visser,Talland,Helpende Zorg Welzijn,25960,BOL,2025,17,0,0,2.1,1.0,9.1,4.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100530,Lotte de Boer,4B,O. Hendriks,Talland,Helpende Zorg Welzijn,25960,BOL,2025,18,0,0,1.3,0.7,10.7,12.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100531,Eva Smits,4B,L. Smits,Talland,Helpende Zorg Welzijn,25960,BOL,2025,15,0,0,2.6,0.2,1.5,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100532,Emma de Graaf,4B,I. van der Berg,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,0,0,1.2,0.8,13.9,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100533,Lieke Prins,4B,O. Dijkstra,Talland,Helpende Zorg Welzijn,25960,BOL,2025,20,1,0,2.1,0.4,19.9,11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100534,Sara de Boer,4B,O. Dijkstra,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,1,0,2.4,0.9,25.2,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100535,Sophie de Vries,4B,N. Vos,Talland,Helpende Zorg Welzijn,25960,BOL,2025,15,1,1,1.1,0.9,51.6,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100536,Aisha Hoekstra,4B,L. de Graaf,Talland,Helpende Zorg Welzijn,25960,BOL,2025,18,1,0,2.3,0.7,20.6,3.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100537,Tim Dijkstra,4B,J. Postma,Talland,Helpende Zorg Welzijn,25960,BOL,2025,17,1,0,2.7,0.4,13.0,5.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100538,Bram Bosch,4B,O. Dijkstra,Talland,Helpende Zorg Welzijn,25960,BOL,2025,20,1,0,2.9,0.1,1.6,0.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100539,Olaf van Leeuwen,4B,L. Smits,Talland,Helpende Zorg Welzijn,25960,BOL,2025,20,0,0,1.9,0.4,26.9,9.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100540,Fatima Peters,4B,J. Postma,Talland,Helpende Zorg Welzijn,25960,BOL,2025,18,1,0,1.8,0.5,2.5,7.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100541,Daan Smits,4B,L. Smits,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,0,0,1.3,0.7,14.6,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100542,Maud Prins,4B,K. Visser,Talland,Helpende Zorg Welzijn,25960,BOL,2025,19,0,0,2.4,0.5,7.5,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100543,Stijn Jansen,4B,L. Meijer,Talland,Helpende Zorg Welzijn,25960,BOL,2025,19,1,0,2.1,0.3,9.2,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100544,Olaf Bos,4B,K. Visser,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,1,0,1.1,0.5,2.2,9.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100545,Daan van Dijk,4B,K. Visser,Talland,Helpende Zorg Welzijn,25960,BOL,2025,20,0,0,1.3,0.1,19.9,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100546,Yasmin Smit,4B,N. Vos,Talland,Helpende Zorg Welzijn,25960,BOL,2025,18,0,1,2.3,0.4,4.0,15.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100547,Olaf Hoekstra,4B,J. Postma,Talland,Helpende Zorg Welzijn,25960,BOL,2025,18,1,0,3.0,1.0,8.0,12.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100548,Tess Smit,4B,L. Smits,Talland,Helpende Zorg Welzijn,25960,BOL,2025,16,0,0,1.4,0.7,16.8,4.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100549,Anna de Groot,4B,I. van der Berg,Talland,Helpende Zorg Welzijn,25960,BOL,2025,15,1,0,2.5,0.8,0.6,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100550,Fatima van Dijk,4=,O. Hendriks,Talland,Kok,25180,BOL,2020,16,1,0,1.8,0.3,5.9,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100551,Daan Visser,4=,L. de Graaf,Talland,Kok,25180,BOL,2020,18,1,0,1.7,0.3,12.2,25.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
100552,Anna Smits,4=,L. Peters,Talland,Kok,25180,BOL,2020,16,1,0,2.4,1.0,7.4,9.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
100553,Aisha van Dijk,4=,I. Smit,Talland,Kok,25180,BOL,2020,15,0,1,2.4,0.4,21.4,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100554,Yasmin de Boer,4=,I. Smit,Talland,Kok,25180,BOL,2020,16,0,0,2.4,0.1,0.3,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100555,Noor Hendriks,4=,O. Dijkstra,Talland,Kok,25180,BOL,2020,15,0,0,2.8,0.7,17.3,8.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
100556,Iris van Dijk,4=,I. van der Berg,Talland,Kok,25180,BOL,2020,15,1,0,1.5,0.8,12.2,20.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
100557,Daan Hendriks,4=,L. Peters,Talland,Kok,25180,BOL,2020,19,1,0,1.4,0.1,4.9,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100558,Sara de Graaf,4=,L. Peters,Talland,Kok,25180,BOL,2020,18,0,0,2.8,0.7,2.4,5.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
100559,Emma Bakker,4=,N. Vos,Talland,Kok,25180,BOL,2020,16,1,1,1.3,0.6,15.6,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
100560,Thijs Hendriks,4=,K. Visser,Talland,Kok,25180,BOL,2020,20,1,0,2.0,0.4,2.0,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100561,Olaf Huisman,4=,I. van der Berg,Talland,Kok,25180,BOL,2020,18,1,0,1.2,0.5,9.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100562,Lotte van Dijk,4=,K. Visser,Talland,Kok,25180,BOL,2020,19,1,0,1.2,0.5,6.1,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100563,Anna de Boer,4=,J. Bakker,Talland,Kok,25180,BOL,2020,19,1,0,2.4,0.9,9.7,27.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100564,Jens Brouwer,4=,I. van der Berg,Talland,Kok,25180,BOL,2020,18,0,1,2.0,0.1,26.0,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100565,Bram Brouwer,4=,L. de Graaf,Talland,Kok,25180,BOL,2020,18,0,0,1.1,0.1,40.2,13.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100566,Daan Hendriks,4=,I. van der Berg,Talland,Kok,25180,BOL,2020,21,0,0,2.5,0.2,2.9,8.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100567,Finn Smit,4=,L. Smits,Talland,Kok,25180,BOL,2020,16,0,0,1.5,0.6,12.7,5.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100568,Anna Jansen,4=,K. Visser,Talland,Kok,25180,BOL,2020,18,0,0,1.2,0.6,20.6,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100569,Emma Huisman,4=,J. Postma,Talland,Kok,25180,BOL,2020,17,1,0,1.6,1.0,6.7,13.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100570,Noor Vos,4=,J. Postma,Talland,Kok,25180,BOL,2020,18,1,0,1.3,0.4,17.3,7.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
100571,Mees Smits,4=,I. Smit,Talland,Kok,25180,BOL,2020,18,1,0,2.6,0.0,1.7,12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
100572,Aisha de Vries,4=,J. Bakker,Talland,Kok,25180,BOL,2020,17,1,0,2.4,0.2,31.3,9.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100573,Lisa Dekker,4=,L. Peters,Talland,Kok,25180,BOL,2020,20,0,0,2.4,0.6,3.3,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100574,Tess Huisman,4=,K. Visser,Talland,Kok,25180,BOL,2020,19,0,0,2.2,0.9,5.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100575,Lisa Mulder,4>,L. Smits,Talland,Logistiek Medewerker,25371,BOL,2021,19,0,0,1.2,0.1,17.7,8.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100576,Niels Brouwer,4>,L. Smits,Talland,Logistiek Medewerker,25371,BOL,2021,17,1,1,1.5,0.6,2.3,8.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100577,Iris Jansen,4>,I. van der Berg,Talland,Logistiek Medewerker,25371,BOL,2021,16,0,1,2.0,0.1,16.2,20.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100578,Finn Dekker,4>,N. Vos,Talland,Logistiek Medewerker,25371,BOL,2021,19,0,0,1.7,0.1,10.4,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100579,Bas de Boer,4>,L. Peters,Talland,Logistiek Medewerker,25371,BOL,2021,17,0,0,2.8,0.1,26.6,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100580,Iris Meijer,4>,L. Peters,Talland,Logistiek Medewerker,25371,BOL,2021,17,1,0,1.3,0.7,5.6,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100581,Noor Visser,4>,L. Smits,Talland,Logistiek Medewerker,25371,BOL,2021,19,1,0,2.2,0.8,7.4,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100582,Stijn Meijer,4>,N. Vos,Talland,Logistiek Medewerker,25371,BOL,2021,19,0,1,2.2,0.8,42.1,15.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100583,Finn van Leeuwen,4>,O. Hendriks,Talland,Logistiek Medewerker,25371,BOL,2021,16,0,0,2.8,0.6,24.7,2.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100584,Sophie de Vries,4>,L. Peters,Talland,Logistiek Medewerker,25371,BOL,2021,18,1,1,2.0,0.8,47.1,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100585,Iris Brouwer,4>,J. Postma,Talland,Logistiek Medewerker,25371,BOL,2021,17,1,0,2.9,0.1,1.0,11.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100586,Anna Bakker,4>,I. Smit,Talland,Logistiek Medewerker,25371,BOL,2021,19,0,0,3.0,0.5,7.8,2.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100587,Eva Hendriks,4>,J. Bakker,Talland,Logistiek Medewerker,25371,BOL,2021,15,0,0,2.7,0.1,18.7,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100588,Lotte de Wit,4>,I. Smit,Talland,Logistiek Medewerker,25371,BOL,2021,16,0,0,2.6,0.1,4.2,11.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100589,Finn Jansen,4>,L. de Graaf,Talland,Logistiek Medewerker,25371,BOL,2021,16,0,0,1.8,0.5,34.9,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100590,Jens Meijer,4>,O. Dijkstra,Talland,Logistiek Medewerker,25371,BOL,2021,19,0,0,2.1,0.6,9.8,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100591,Maud Smits,4>,O. Hendriks,Talland,Logistiek Medewerker,25371,BOL,2021,22,1,0,2.8,0.5,2.8,10.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100592,Daan Bakker,4>,L. Meijer,Talland,Logistiek Medewerker,25371,BOL,2021,20,1,0,1.9,0.4,5.1,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100593,Eva Huisman,4>,I. van der Berg,Talland,Logistiek Medewerker,25371,BOL,2021,19,1,0,2.8,0.3,2.5,17.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100594,Liam Meijer,4>,K. Visser,Talland,Logistiek Medewerker,25371,BOL,2021,19,0,0,1.6,1.0,1.4,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100595,Noor Brouwer,4>,L. Meijer,Talland,Logistiek Medewerker,25371,BOL,2021,22,0,1,1.1,0.9,6.5,10.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100596,Lisa van der Berg,4>,L. Meijer,Talland,Logistiek Medewerker,25371,BOL,2021,16,1,0,1.9,0.6,6.4,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100597,Bram Meijer,4>,K. Visser,Talland,Logistiek Medewerker,25371,BOL,2021,20,0,0,1.3,0.3,3.1,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100598,Stijn Meijer,4>,O. Hendriks,Talland,Logistiek Medewerker,25371,BOL,2021,16,0,0,1.3,0.1,9.2,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100599,Sophie Smit,4>,L. Smits,Talland,Logistiek Medewerker,25371,BOL,2021,15,0,0,2.3,1.0,3.6,1.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100600,Iris Dijkstra,4B,J. Bakker,Talland,Medewerker Evenementenorganisatie,25749,BOL,2025,20,1,1,2.9,0.2,9.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100601,Joris de Wit,4B,L. Meijer,Talland,Medewerker Evenementenorganisatie,25749,BOL,2025,16,0,0,2.6,0.7,12.5,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100602,Lotte Hoekstra,4B,I. van der Berg,Talland,Medewerker Evenementenorganisatie,25749,BOL,2025,16,1,1,2.2,0.2,15.8,18.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100603,Lotte Jansen,4B,N. Vos,Talland,Medewerker Evenementenorganisatie,25749,BOL,2025,17,1,0,1.4,0.1,12.3,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
